Title,Location,Price,Size,Listing_Type,Link
Furnished Daily in Muscat Al Khoud,", Al Khoud, 994215XX",8 OMR,,For Rent,https://om.opensooq.com/en/search/263499473
150 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,", Nizwa, 966393XX",15 OMR,150.0,For Rent,https://om.opensooq.com/en/search/266508243
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 998071XX",80 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265450903
تاجير محلات في الحيل الجنوبيه,", Al-Hail, 773302XX",250 OMR,80.0,For Rent,https://om.opensooq.com/en/search/266506509
Elegant furnished Apartments For Rent - Luxury & a Distinct Lifestyle,", Azaiba, 933992XX",550 OMR,145.0,For Rent,https://om.opensooq.com/en/search/266507039
office space for rent on Sultan Qaboos Main road,", Azaiba, 933992XX",140 OMR,10.0,For Rent,https://om.opensooq.com/en/search/266506969
Luxury Apartment For Rent,", Azaiba, 933992XX",380 OMR,140.0,For Rent,https://om.opensooq.com/en/search/266506891
Warehouse For Rent in Musfah,", Misfah, 933992XX","1,400 OMR",600.0,For Rent,https://om.opensooq.com/en/search/266506807
60 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 938530XX",50 OMR,60.0,For Rent,https://om.opensooq.com/en/search/266506695
تأجير مكاتب على شارع السلطاني قابوس - العذيبة,", Ghala, 933992XX",140 OMR,10.0,For Rent,https://om.opensooq.com/en/search/266506645
600 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 988863XX",30 OMR,600.0,For Rent,https://om.opensooq.com/en/search/266506697
85 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 953642XX",18 OMR,85.0,For Rent,https://om.opensooq.com/en/search/258133433
bedspace for monthly rent سرير في غرفة مشتركة للايجار الشهري,", Amerat, 953590XX",25 OMR,,For Rent,https://om.opensooq.com/en/search/266505473
14000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 958142XX",35 OMR,14000.0,For Rent,https://om.opensooq.com/en/search/266505237
Semi Furnished Monthly in Muscat Amerat,", Amerat, 989472XX",90 OMR,,For Rent,https://om.opensooq.com/en/search/266148393
85 m2 Studio Apartments for Rent in Muscat Al Khoud,", Al Khoud, 956503XX",25 OMR,85.0,For Rent,https://om.opensooq.com/en/search/266449539
Furnished Daily in Muscat Amerat,", Amerat, 953590XX",4 OMR,,For Rent,https://om.opensooq.com/en/search/266504323
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,", Al Khoud, 951926XX",210 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266194989
عشر محلات جديدة للايجار في المعبيلة الرابعة - بلوك 5 - احجز مساحتك التجارية قبل انتهاء المشروع,", Al Maabilah, 995653XX",120 OMR,38.0,For Rent,https://om.opensooq.com/en/search/266504527
1555 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 995784XX",15 OMR,1555.0,For Rent,https://om.opensooq.com/en/search/266502685
Unfurnished Monthly in Muscat Ghala,", Ghala, 928620XX",110 OMR,,For Rent,https://om.opensooq.com/en/search/266503423
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 767272XX",20 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266427983
4 Bedrooms Chalet for Rent in Al Batinah Al Masnaah,", Al Masnaah, 926212XX",35 OMR,145.0,For Rent,https://om.opensooq.com/en/search/263496171
80 m2 Studio Apartments for Rent in Muscat Azaiba,", Azaiba, 972070XX",260 OMR,80.0,For Rent,https://om.opensooq.com/en/search/266500959
400 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,", Al Mawaleh, 972070XX",650 OMR,400.0,For Rent,https://om.opensooq.com/en/search/266500861
50 m2 Studio Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 972070XX",235 OMR,50.0,For Rent,https://om.opensooq.com/en/search/266500753
100 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,", Ghubrah, 972070XX",300 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266500711
2 Bedrooms furnished flat for Daily Rent.,", Salala, 921044XX",25 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266500561
Mixed Use Land for Rent in Al Sharqiya Sur,", Sur, 995766XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/266500353
محل للإيجار في المعبيلة الصناعية – موقع استراتيجي ومساحة واسعة بسعر مغري فقط 180 ريال شهريًا!,", Al Maabilah, 939947XX",180 OMR,33.0,For Rent,https://om.opensooq.com/en/search/266500119
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 951224XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/265762379
Shops for Rent in Jabri Plaza,", Al Maabilah, 990142XX",200 OMR,28.0,For Rent,https://om.opensooq.com/en/search/266499691
محل للإيجار في غلا – موقع استراتيجي ومساحة واسعة بسعر مغري مناسب,", Ghala, 939947XX","2,000 OMR",270.0,For Rent,https://om.opensooq.com/en/search/266499549
Apartment for rent in Alkhuwair,", Al Khuwair, 956846XX",230 OMR,1111.0,For Rent,https://om.opensooq.com/en/search/266499565
شقة عائلية للإيجار في الموالح الجنوبية بموقع مميز  Spacious Family Apartment for Rent in Al Mawaleh,", Al Mawaleh, 994372XX",250 OMR,500.0,For Rent,https://om.opensooq.com/en/search/266499113
محلاات ايجار موقع حيوي جداا جنب شارع عام جنب صناعيه سمد شان جوده عاليه سوق حيوي جدا,", Al Mudaibi, 941714XX",60 OMR,800.0,For Rent,https://om.opensooq.com/en/search/266499033
مخزن للإيجار في بركاء – جنب مخازن نستو الرئيسية - بسعر مغري ومساحة واسعة,", Barka, 939947XX",800 OMR,430.0,For Rent,https://om.opensooq.com/en/search/266498891
150 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,", Qurm, 944414XX",550 OMR,150.0,For Rent,https://om.opensooq.com/en/search/266498911
Wherehouse in Khazean city  مستودع في مدينة خزائن استخدام صناعي ولوجستي,", Barka, 955533XX","2,100 OMR",700.0,For Rent,https://om.opensooq.com/en/search/266498751
More than 6 bedrooms Chalet for Rent in Muscat Amerat,", Amerat, 995577XX",85 OMR,10000.0,For Rent,https://om.opensooq.com/en/search/263492367
محل للايجار في الخوض السادسة,", Al Khoud, 939947XX",150 OMR,21.0,For Rent,https://om.opensooq.com/en/search/266496711
Commercial Land for Rent in Muscat Al Maabilah,", Al Maabilah, 914508XX",Chat,,For Rent,https://om.opensooq.com/en/search/266498285
48 m2 Studio Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 994433XX",80 OMR,48.0,For Rent,https://om.opensooq.com/en/search/266497905
270 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 920600XX",60 OMR,270.0,For Rent,https://om.opensooq.com/en/search/264523329
كاونتر تجاري مميز للايجار في صحار داونتاون مول,", Sohar, 771666XX",350 OMR,9.0,For Rent,https://om.opensooq.com/en/search/266497699
140 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,", Al Khoud, 769077XX",155 OMR,140.0,For Rent,https://om.opensooq.com/en/search/266497289
75 m2 1 Bedroom Apartments for Rent in Muscat Qurm,", Qurm, 944414XX",250 OMR,75.0,For Rent,https://om.opensooq.com/en/search/266497029
180 m2 3 Bedrooms Apartments for Rent in Muscat Al Mawaleh,", Al Mawaleh, 773030XX",260 OMR,180.0,For Rent,https://om.opensooq.com/en/search/266496959
Furnished Daily in Al Batinah Sohar,", Sohar, 901117XX",8 OMR,,For Rent,https://om.opensooq.com/en/search/266451865
4 Bedrooms Chalet for Rent in Dhofar Mirbat,", Mirbat, 721010XX",80 OMR,405.0,For Rent,https://om.opensooq.com/en/search/266442091
4 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,", Nizwa, 952177XX",150 OMR,10000.0,For Rent,https://om.opensooq.com/en/search/264418657
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 990583XX",40 OMR,600.0,For Rent,https://om.opensooq.com/en/search/260385491
65 m2 1 Bedroom Apartments for Rent in Muscat Ghala,", Ghala, 924907XX",220 OMR,65.0,For Rent,https://om.opensooq.com/en/search/266496543
Furnished Daily in Al Dakhiliya Nizwa,", Nizwa, 977052XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/264521755
مـخـازن في موقع مميز في غــلا وسـهـلة الدخول والخروج من 3 شوارع رئيسية,", Ghala, 932107XX","1,250 OMR",525.0,For Rent,https://om.opensooq.com/en/search/266496137
1500 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,", Sohar, 959510XX",100 OMR,1500.0,For Rent,https://om.opensooq.com/en/search/266179073
مكاتب للإيجار في مجمع الياسمين تحديدا في الخوير .,", Al Khuwair, 920888XX",700 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266177575
مكاتب للايجار في مسقط هيلز بمساحات مختلفه-Business center Offices for rent in Muscat Hills,", Muscat Hills, 970303XX",250 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266495407
3 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 773009XX",120 OMR,3.0,For Rent,https://om.opensooq.com/en/search/266440445
300 m2 4 Bedrooms Townhouse for Rent in Dhofar Mirbat,", Mirbat, 996764XX",45 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266495107
Storage Rental services at the heart of Muscat just 10 min for Muscat Airport,", Ghala, 929396XX",19 OMR,40.0,For Rent,https://om.opensooq.com/en/search/264425569
Furnished Daily in Muscat Bosher,", Bosher, 985409XX",5 OMR,,For Rent,https://om.opensooq.com/en/search/266163755
معرض للإيجار صحار سوق الهمبار,", Sohar, 959510XX",600 OMR,1300.0,For Rent,https://om.opensooq.com/en/search/266452221
4 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,", Al Khoud, 923310XX",85 OMR,4.0,For Rent,https://om.opensooq.com/en/search/265867351
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 977514XX",100 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266494369
Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 923063XX",45 OMR,,For Rent,https://om.opensooq.com/en/search/262457915
600 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 933019XX",10 OMR,600.0,For Rent,https://om.opensooq.com/en/search/266493961
Villa for Rent,", Al Maabilah, 929689XX",370 OMR,240.0,For Rent,https://om.opensooq.com/en/search/265436997
1000 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 929951XX",15 OMR,1000.0,For Rent,https://om.opensooq.com/en/search/266493815
300 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 951857XX",120 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266174855
Furnished Daily in Dhofar Salala,", Salala, 938008XX",Chat,,For Rent,https://om.opensooq.com/en/search/265579043
Unfurnished Monthly in Buraimi Al Buraimi,", Al Buraimi, 907299XX",55 OMR,,For Rent,https://om.opensooq.com/en/search/266436009
3 Bedrooms Chalet for Rent in Muscat Al-Hail,", Al-Hail, 762790XX",65 OMR,230.0,For Rent,https://om.opensooq.com/en/search/266324517
266 m2 3 Bedrooms Villa for Rent in Muscat Amerat,", Amerat, 786219XX",260 OMR,266.0,For Rent,https://om.opensooq.com/en/search/266435269
450 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 912110XX",Chat,450.0,For Rent,https://om.opensooq.com/en/search/266435051
10 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 711784XX",50 OMR,10.0,For Rent,https://om.opensooq.com/en/search/266489715
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 911259XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/266489289
Furnished Daily in Dhofar Salala,", Salala, 903232XX",20 OMR,,For Rent,https://om.opensooq.com/en/search/266432321
2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 927284XX",35 OMR,,For Rent,https://om.opensooq.com/en/search/266431481
16 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 909881XX",15 OMR,16.0,For Rent,https://om.opensooq.com/en/search/266430975
Furnished Daily in Dhofar Salala,", Salala, 926810XX",17 OMR,,For Rent,https://om.opensooq.com/en/search/266430279
Exquisite Luxury Apartment for Rent in RUWI opposite star cinema,", Ruwi, 993585XX",145 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266484189
1500 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,", Salala, 935910XX",180 OMR,1500.0,For Rent,https://om.opensooq.com/en/search/265803687
75 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 955422XX",60 OMR,75.0,For Rent,https://om.opensooq.com/en/search/266483665
120 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 982004XX",30 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266483465
4 Bedrooms Chalet for Rent in Al Sharqiya Sur,", Sur, 994997XX",60 OMR,666.0,For Rent,https://om.opensooq.com/en/search/265428033
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 988111XX",30 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266482863
2 Bedrooms Chalet for Rent in Dhofar Mirbat,", Mirbat, 790000XX",70 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265656179
AMAZING FLAT IN RUWI WITH A GREAT VIEW AND SUPER CLEAN AND IN VERY QUEIT AND SAFE PLACE,", Ruwi, 993585XX",90 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266483247
Brand-New Comfort – Fully Furnished Apartment in Al Khuwair with New Unused  Appliances,", Al Khuwair, 993585XX",225 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265193065
Furnished Daily in Muscat Al Khuwair,", Al Khuwair, 958502XX",9 OMR,,For Rent,https://om.opensooq.com/en/search/264418733
62 m2 1 Bedroom Apartments for Rent in Muscat Bosher,", Bosher, 927092XX",23 OMR,62.0,For Rent,https://om.opensooq.com/en/search/266482299
277 m2 4 Bedrooms Townhouse for Rent in Dhofar Mirbat,", Mirbat, 906808XX",85 OMR,277.0,For Rent,https://om.opensooq.com/en/search/266481209
الإيجار شهري   محلات تجاريه ومخازن ولاية صور العيجه 3,", Sur, 994412XX",35 OMR,55.0,For Rent,https://om.opensooq.com/en/search/263475847
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 989313XX",30 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265426449
500 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 980695XX",130 OMR,500.0,For Rent,https://om.opensooq.com/en/search/266481023
1 Bedroom Chalet for Rent in Al Batinah Al Masnaah,", Al Masnaah, 790846XX",30 OMR,150.0,For Rent,https://om.opensooq.com/en/search/263474859
Furnished Monthly in Muscat Bosher,", Bosher, 945977XX",70 OMR,,For Rent,https://om.opensooq.com/en/search/264437555
moon house furnished apartment,", Salala, 727240XX",20 OMR,50.0,For Rent,https://om.opensooq.com/en/search/266479497
420 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 947022XX",110 OMR,420.0,For Rent,https://om.opensooq.com/en/search/266480129
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 953300XX",35 OMR,1.0,For Rent,https://om.opensooq.com/en/search/266480081
Room for rent only for single person,", Al Khuwair, 922789XX",80 OMR,,For Rent,https://om.opensooq.com/en/search/266424359
600 m2 3 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 782994XX",Chat,600.0,For Rent,https://om.opensooq.com/en/search/266479787
72 m2 Studio Apartments for Rent in Muscat Al Khoud,", Al Khoud, 960975XX",13 OMR,72.0,For Rent,https://om.opensooq.com/en/search/265246255
20 m2 Studio Apartments for Rent in Muscat Azaiba,", Azaiba, 771993XX",180 OMR,20.0,For Rent,https://om.opensooq.com/en/search/266423093
450 m2 More than 6 bedrooms Townhouse for Rent in Muscat Al Maabilah,", Al Maabilah, 967290XX",470 OMR,450.0,For Rent,https://om.opensooq.com/en/search/266479011
80 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 985773XX",20 OMR,80.0,For Rent,https://om.opensooq.com/en/search/265424589
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 985773XX",50 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265424307
200 m2 4 Bedrooms Apartments for Rent in Muscat Al-Hail,", Al-Hail, 716111XX",250 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266478011
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 933400XX",1 OMR,500.0,For Rent,https://om.opensooq.com/en/search/265796841
10 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 935353XX",45 OMR,10.0,For Rent,https://om.opensooq.com/en/search/266477191
900 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 909220XX",80 OMR,900.0,For Rent,https://om.opensooq.com/en/search/266476745
Furnished Daily in Al Sharqiya Ibra,", Ibra, 947891XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/266420959
412 m2 More than 6 bedrooms Townhouse for Rent in Al Batinah Liwa,", Liwa, 997982XX",350 OMR,412.0,For Rent,https://om.opensooq.com/en/search/266341639
400 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 981400XX",25 OMR,400.0,For Rent,https://om.opensooq.com/en/search/266157589
100 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,", Ghala, 904000XX",260 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266454155
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 952643XX",30 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266475205
65 m2 1 Bedroom Apartments for Rent in Muscat Ghala,", Ghala, 904000XX",220 OMR,65.0,For Rent,https://om.opensooq.com/en/search/266455249
مكتب للايجار / بوشر,", Bosher, 981412XX",Chat,71.0,For Rent,https://om.opensooq.com/en/search/266475173
محل كورنر للايجار في الخوض 6 (برج المعرفة) New shop for rent Al Khoud6,", Al Khoud, 722266XX",200 OMR,36.0,For Rent,https://om.opensooq.com/en/search/266474741
محلات للإيجار - جديدة ( الباطنة السويق),", Suwaiq, 901243XX",100 OMR,360.0,For Rent,https://om.opensooq.com/en/search/266419223
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 998863XX",15 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266419029
250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 912545XX",50 OMR,250.0,For Rent,https://om.opensooq.com/en/search/266474377
40 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 996725XX",12 OMR,40.0,For Rent,https://om.opensooq.com/en/search/266418009
مكتب للايجار,", Bosher, 991732XX",200 OMR,71.0,For Rent,https://om.opensooq.com/en/search/266473037
250 m2 5 Bedrooms Villa for Rent in Al Batinah Barka,", Barka, 930499XX",350 OMR,250.0,For Rent,https://om.opensooq.com/en/search/266471383
96 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,", Sohar, 921234XX",100 OMR,96.0,For Rent,https://om.opensooq.com/en/search/266331647
