Title,Location,Price,Size,Size_unit,Listing_Type
3 Bedrooms Chalet for Rent in Al Dakhiliya Other,Other,50 OMR,250.0,Sq. M.,For Rent
550 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,Chat,550.0,Sq. M.,For Rent
"Small Villa for rent in Jahloot, near massara hospital  فيلا للإيجار في جحلوت بالقرب من المسرة",Amerat,250 OMR,1.0,Sq. M.,For Rent
"Join a collaborative coworking environment in Muscat, Al Fardan Heights",Ghala,159 OMR,10.0,Sq. M.,For Rent
"Private office space for 5 persons in DUQM, Squadra",Al Duqum,199 OMR,30.0,Sq. M.,For Rent
130 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,Al Maabilah,13 OMR,130.0,Sq. M.,For Rent
"Book a reserved coworking spot or hot desk in MUSCAT, Beach One",Muttrah,109 OMR,10.0,Sq. M.,For Rent
"Private office space for 5 persons in Muscat, Al Fardan Heights",Ghala,659 OMR,30.0,Sq. M.,For Rent
"Coworking space in MUSCAT, Shatti Al Qurum",Other,130 OMR,10.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,100 OMR,100.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Mawaleh,Al Mawaleh,100 OMR,140.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Maabilah,Al Maabilah,75 OMR,140.0,Sq. M.,For Rent
"Private office space for 2 persons in Sohar, Sohar City Centre",Sohar,196 OMR,10.0,Sq. M.,For Rent
"Coworking space in Sohar, Sohar City Centre",Sohar,92 OMR,10.0,Sq. M.,For Rent
محلات تجاريه بأفضل المواقع بالمعبيله الجنوبيه .الصناعيه رقم 6 تصلح لجميع الانشطه والتوكيلات التجاريه,Al Khoud,600 OMR,165.0,Sq. M.,For Rent
"Private office space for 1 person in Sohar, Sohar City Centre",Sohar,149 OMR,8.0,Sq. M.,For Rent
"Unlimited office access in MUSCAT, Al Mawaleh",Al Khuwair,89 OMR,8.0,Sq. M.,For Rent
"Private office space for 2 persons in MUSCAT, Al Khuwair",Al Khuwair,253 OMR,10.0,Sq. M.,For Rent
"Ready to Use Private office space for 2 persons in MUSCAT, Al Mawaleh",Muttrah,234 OMR,10.0,Sq. M.,For Rent
"Private office space for 5 persons in MUSCAT, Al Khuwair",Al Khuwair,640 OMR,30.0,Sq. M.,For Rent
"Private office space for 2 persons in MUSCAT, Hormuz Grand",Muttrah,299 OMR,10.0,Sq. M.,For Rent
"Open plan office space for 10 persons in Sohar, Sohar City Centre",Sohar,809 OMR,45.0,Sq. M.,For Rent
"Private office space for 3 persons in Sohar, Sohar City Centre",Sohar,329 OMR,15.0,Sq. M.,For Rent
"Private office space for 5 persons in MUSCAT, Al Mawaleh",Muttrah,479 OMR,30.0,Sq. M.,For Rent
"Access professional office space in MUSCAT, Hormuz Grand",Muttrah,89 OMR,8.0,Sq. M.,For Rent
Shops for Rent in Al Amarat – From OMR 130  محلات للإيجار في العامرات – ابتداءً من 130 ريال,Amerat,145 OMR,23.0,Sq. M.,For Rent
"Work in MUSCAT, Al Wattayah or anywhere else in our global network",Other,89 OMR,8.0,Sq. M.,For Rent
230 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,230.0,Sq. M.,For Rent
"Flexible office memberships in MUSCAT, Al Khuwair",Al Khuwair,89 OMR,8.0,Sq. M.,For Rent
"Open plan office space for 10 persons in MUSCAT, Al Wattayah",Other,912 OMR,45.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Azaiba,Azaiba,120 OMR,140.0,Sq. M.,For Rent
"Private office space for 2 persons in MUSCAT, Al Wattayah",Other,234 OMR,10.0,Sq. M.,For Rent
"Private office space for 2 persons in Bait Eteen, Al Khuwair",Al Khuwair,225 OMR,10.0,Sq. M.,For Rent
"Private office space for 1 person in DUQM, Squadra",Ghala,291 OMR,8.0,Sq. M.,For Rent
"Private office space for 2 persons in DUQM, Squadra",Al Duqum,121 OMR,10.0,Sq. M.,For Rent
40 m2 Studio Apartments for Rent in Dhofar Salala,Salala,15 OMR,40.0,Sq. M.,For Rent
Modern Apartment for Rent in Muscat Hills REF 85YC,Muscat Hills,400 OMR,100.0,Sq. M.,For Rent
"Private office space for 1 person in MUSCAT, Shatti Al Qurum",Other,189 OMR,8.0,Sq. M.,For Rent
"Coworking space in DUQM, Squadra",Al Duqum,65 OMR,10.0,Sq. M.,For Rent
200 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,54 OMR,200.0,Sq. M.,For Rent
111000 m2 Studio Apartments for Rent in Muscat Al Khuwair,Al Khuwair,180 OMR,111000.0,Sq. M.,For Rent
1BHK & 2BHK Apartment in Al Ansab For Rent,Ansab,230 OMR,32.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khuwair,Al Khuwair,150 OMR,140.0,Sq. M.,For Rent
Commercial Shops for Rent in Prime Al Amarat Location  محلات تجارية للايجار في العامرات موقع مميز,Amerat,450 OMR,25.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Suwaiq,Suwaiq,35 OMR,400.0,Sq. M.,For Rent
GOOD CONDITION ROOM,Salala,15 OMR,12346.0,Sq. M.,For Rent
5055555 m2 1 Bedroom Apartments for Rent in Muscat Azaiba,Azaiba,300 OMR,5055555.0,Sq. M.,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,40 OMR,300.0,Sq. M.,For Rent
270 m2 1 Bedroom Apartments for Rent in Muscat Azaiba,Azaiba,250 OMR,270.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Amerat,Amerat,70 OMR,140.0,Sq. M.,For Rent
134 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,90 OMR,134.0,Sq. M.,For Rent
400 m2 More than 6 bedrooms Townhouse for Rent in Al Batinah Rustaq,Rustaq,"75,000 OMR",400.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,20 OMR,140.0,Sq. M.,For Rent
Room for Sharing,Ruwi,90 OMR,60.0,Sq. M.,For Rent
مكتب للايجار,Al Maabilah,150 OMR,35.0,Sq. M.,For Rent
300 m2 3 Bedrooms Villa for Rent in Muscat Azaiba,Azaiba,800 OMR,300.0,Sq. M.,For Rent
279 m2 4 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,200 OMR,279.0,Sq. M.,For Rent
300 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,Ghala,200 OMR,300.0,Sq. M.,For Rent
300 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,150 OMR,300.0,Sq. M.,For Rent
90 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,Qurm,350 OMR,90.0,Sq. M.,For Rent
"Coworking space in MUSCAT, Al Wattayah",Other,102 OMR,10.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,35 OMR,140.0,Sq. M.,For Rent
"All-inclusive access to professional office space for 2 persons in Muscat, Roola District",Ghala,281 OMR,10.0,Sq. M.,For Rent
30 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,Al Mawaleh,285 OMR,30.0,Sq. M.,For Rent
75 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,30 OMR,75.0,Sq. M.,For Rent
117 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Masira,Masira,25 OMR,117.0,Sq. M.,For Rent
"Find a dedicated desk in Muscat, Roola District",Ghala,112 OMR,10.0,Sq. M.,For Rent
"Private office space tailored to your business’ unique needs in Muscat, Roola District",Ghala,385 OMR,15.0,Sq. M.,For Rent
160 m2 4 Bedrooms Townhouse for Rent in Muscat Seeb,Seeb,220 OMR,160.0,Sq. M.,For Rent
"Fully serviced private office space for you and your team in Muscat, Roola District",Ghala,716 OMR,30.0,Sq. M.,For Rent
"All-inclusive access to professional office space for 10 persons in Muscat, Roola District",Ghala,997 OMR,45.0,Sq. M.,For Rent
110 m2 3 Bedrooms Apartments for Rent in Dhofar Other,Other,45 OMR,110.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Khoud,Al Khoud,10 OMR,140.0,Sq. M.,For Rent
700 m2 2 Bedrooms Apartments for Rent in Muscat Quriyat,Quriyat,25 OMR,700.0,Sq. M.,For Rent
2-BEDROOM COMPOUND VILLA,Rusail,650 OMR,1.0,Sq. M.,For Rent
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,Salala,Chat,200.0,Sq. M.,For Rent
LUXURY 1BHK SEA VIEW FOR RENT IN ALMOUJ MUSCAT,Al Mouj,600 OMR,90.0,Sq. M.,For Rent
400 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,Al Mawaleh,800 OMR,400.0,Sq. M.,For Rent
Room available for sharing..,Al-Hail,50 OMR,140.0,Sq. M.,For Rent
222 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,185 OMR,222.0,Sq. M.,For Rent
1000 m2 Studio Apartments for Rent in Muscat Al Khuwair,Al Khuwair,180 OMR,1000.0,Sq. M.,For Rent
2 BHK Apartment for Rent- Marsa 1 - Al Mouj,Al Mouj,750 OMR,78.0,Sq. M.,For Rent
400 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,17 OMR,400.0,Sq. M.,For Rent
فرص مقر إداري للتنازل,Sohar,Chat,200.0,Sq. M.,For Rent
Furnished Monthly in Muscat Ghubrah,Ghubrah,150 OMR,140.0,Sq. M.,For Rent
"Open plan office space for 10 persons in Muscat, Al Fardan Heights",Ghala,"1,300 OMR",45.0,Sq. M.,For Rent
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,160 OMR,300.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Maabilah,Al Maabilah,45 OMR,140.0,Sq. M.,For Rent
"Open plan office space for 10 persons in DUQM, Squadra",Al Duqum,612 OMR,45.0,Sq. M.,For Rent
"Flexible office memberships in Muscat, Pearl Square",Muscat Hills,89 OMR,8.0,Sq. M.,For Rent
"Work in MUSCAT, Beach One or anywhere else in our global network",Muttrah,89 OMR,8.0,Sq. M.,For Rent
Rent Me Shop (Restaurant area) at (Track Bark) محل (ردهه المطاعم) للايجار في مشروع (مسار بركاء),Barka,460 OMR,47.0,Sq. M.,For Rent
50 m2 Studio Apartments for Rent in Muscat Al Khoud,Al Khoud,120 OMR,50.0,Sq. M.,For Rent
مخزن الإيجار في موقع استراتيجي,Rusail,"1,100 OMR",350.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,Sohar,12 OMR,120.0,Sq. M.,For Rent
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,100 OMR,300.0,Sq. M.,For Rent
"Elegant 2BHK Apartment in Al Mouj, Marsa 3A",Al Mouj,950 OMR,74.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,40 OMR,1000.0,Sq. M.,For Rent
شاليه VIP في ولاية نزوى. ضيافة فندقية راقية يبعد 400 متر فقط عن منطقة العقر الشهيرة بحارتها القديمة,Nizwa,70 OMR,150.0,Sq. M.,For Rent
60 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,Chat,60.0,Sq. M.,For Rent
Unfurnished Yearly in Muscat Al Khoud,Al Khoud,115 OMR,140.0,Sq. M.,For Rent
Brand New Shops for rent in Al Khoud 6,Al Khoud,140 OMR,25.0,Sq. M.,For Rent
1 bedroom and 2 bedroom Apartment Available for Rent in Mumtaz Ruwi,Ruwi,140 OMR,90.0,Sq. M.,For Rent
#REF896 Office Space Available for Rent in Ghala,Ghala,260 OMR,85.0,Sq. M.,For Rent
1 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,1 OMR,1.0,Sq. M.,For Rent
190 m2 2 Bedrooms Apartments for Rent in Al Batinah Barka,Barka,100 OMR,190.0,Sq. M.,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,300.0,Sq. M.,For Rent
"Shell & Core Shop in The Gate Mall, Azaiba (REF: MU052401AZ)",Azaiba,950 OMR,66.0,Sq. M.,For Rent
285 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,Al Maabilah,450 OMR,285.0,Sq. M.,For Rent
1 Bedroom Chalet for Rent in Dhofar Salala,Salala,70 OMR,170.0,Sq. M.,For Rent
Family apartment for rent near by Mobila Kenz Hypermarket,Al Maabilah,230 OMR,140.0,Sq. M.,For Rent
Furnished Weekly in Muscat Al Mawaleh,Al Mawaleh,10 OMR,140.0,Sq. M.,For Rent
108 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,270 OMR,108.0,Sq. M.,For Rent
450 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Bahla,Bahla,15 OMR,450.0,Sq. M.,For Rent
25 m2 1 Bedroom Apartments for Rent in Muscat Qurm,Qurm,120 OMR,25.0,Sq. M.,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Sidab,Sidab,165 OMR,120.0,Sq. M.,For Rent
Staycation stay available for work from fram.,Quriyat,10 OMR,670.0,Sq. M.,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,320 OMR,120.0,Sq. M.,For Rent
900 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,30 OMR,900.0,Sq. M.,For Rent
500 m2 Studio Apartments for Rent in Muscat Qurm,Qurm,220 OMR,500.0,Sq. M.,For Rent
Modern 2BR Apartment in Azaiba  Fully Furnished  Great Location!,Azaiba,400 OMR,100.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khuwair,Al Khuwair,170 OMR,140.0,Sq. M.,For Rent
BedSpace for Rent In AL KHEWAIR for lady,Al Khuwair,65 OMR,140.0,Sq. M.,For Rent
126 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,Qurm,320 OMR,126.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khoud,Al Khoud,100 OMR,140.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Mouj,Al Mouj,50 OMR,140.0,Sq. M.,For Rent
"New villas for rent in Muwailih, close to Sohar Hospital and Al Batinah International School",Sohar,300 OMR,300.0,Sq. M.,For Rent
620 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,3 OMR,620.0,Sq. M.,For Rent
ارض صناعية مسورة مساحتها 1200م2 تصلح كجراج او مخزن او ورشة (حدادة/نجارة) او بيع المواد الصحية,Saham,300 OMR,1200.0,Sq. M.,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Muscat Muttrah,Muttrah,155 OMR,150.0,Sq. M.,For Rent
Furnished Daily in Al Batinah Al Khaboura,Al Khaboura,10 OMR,140.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,100.0,Sq. M.,For Rent
180 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,50 OMR,180.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Maabilah,Al Maabilah,8 OMR,140.0,Sq. M.,For Rent
BedSpace for Rent In AL KHEWAIR for lady,Al Khuwair,50 OMR,140.0,Sq. M.,For Rent
Shared Room for rent in Sohar Cornish (Only Indian National),Sohar,60 OMR,140.0,Sq. M.,For Rent
Residential Land for Rent in Dhofar Salala,Salala,25 OMR,140.0,Sq. M.,For Rent
Furnished Daily in Al Dakhiliya Other,Other,17 OMR,140.0,Sq. M.,For Rent
4 Bedrooms Chalet for Rent in Al Dakhiliya Other,Other,90 OMR,450.0,Sq. M.,For Rent
Residential Land for Rent in Al Dakhiliya Other,Other,"4,800 OMR",140.0,Sq. M.,For Rent
Furnished Daily in Muscat Al-Hail,Al-Hail,10 OMR,140.0,Sq. M.,For Rent
2000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,2000.0,Sq. M.,For Rent
Moon house-3,Salala,25 OMR,100.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,100.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,Al Khuwair,130 OMR,100.0,Sq. M.,For Rent
Farm Land for Rent in Al Batinah Sohar,Sohar,Chat,140.0,Sq. M.,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,100 OMR,400.0,Sq. M.,For Rent
7 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,Sohar,7 OMR,7.0,Sq. M.,For Rent
128 m2 1 Bedroom Townhouse for Rent in Muscat Seeb,Seeb,110 OMR,128.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,100.0,Sq. M.,For Rent
Furnished Daily in Muscat Azaiba,Azaiba,4 OMR,140.0,Sq. M.,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,40 OMR,200.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,22 OMR,100.0,Sq. M.,For Rent
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,60 OMR,500.0,Sq. M.,For Rent
White apartmant,Al Mouj,10 OMR,30.0,Sq. M.,For Rent
180 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,38 OMR,180.0,Sq. M.,For Rent
130 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,40 OMR,130.0,Sq. M.,For Rent
500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Salala, Call",65 OMR,500.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,100.0,Sq. M.,For Rent
مكاتب للايجار بالخوير علي الشارع العام بموقع استراتيجي مميز مطله علي حي الوزارات بمساحات مختلفه,Al Khuwair,7 OMR,380.0,Sq. M.,For Rent
180 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Bahla,Bahla,120 OMR,180.0,Sq. M.,For Rent
115 m2 2 Bedrooms Apartments for Rent in Dhofar Other,Other,27 OMR,115.0,Sq. M.,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,11 OMR,300.0,Sq. M.,For Rent
Furnished Daily in Dhofar Other,Other,15 OMR,140.0,Sq. M.,For Rent
Furnished Monthly in Al Batinah Barka,Barka,40 OMR,140.0,Sq. M.,For Rent
70 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,70.0,Sq. M.,For Rent
600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,600.0,Sq. M.,For Rent
5 Bedrooms Chalet for Rent in Muscat Amerat,Amerat,40 OMR,240.0,Sq. M.,For Rent
50 m2 Studio Apartments for Rent in Muscat Ghubrah,Ghubrah,130 OMR,50.0,Sq. M.,For Rent
Single room / sharing available,Al Khoud,100 OMR,140.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,Sohar,15 OMR,100.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,100.0,Sq. M.,For Rent
300 m2 5 Bedrooms Townhouse for Rent in Al Dhahirah Ibri,Ibri,180 OMR,300.0,Sq. M.,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Masira,Masira,25 OMR,150.0,Sq. M.,For Rent
TOWNHOUSE IN HAWANA SALALAH FOR RENTتاون هاوس للإيجار في هوانا فورست ايلاند,Salala,40 OMR,75.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,Nizwa,35 OMR,100.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,Nizwa,8 OMR,100.0,Sq. M.,For Rent
500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,500.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khoud,Al Khoud,100 OMR,140.0,Sq. M.,For Rent
160 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,Taqah,120 OMR,160.0,Sq. M.,For Rent
600 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,15 OMR,600.0,Sq. M.,For Rent
Furnished Daily in Al Batinah Sohar,Sohar,6 OMR,140.0,Sq. M.,For Rent
80 m2 Studio Apartments for Rent in Muscat Al Khuwair,Al Khuwair,140 OMR,80.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,60 OMR,300.0,Sq. M.,For Rent
30 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,1 OMR,30.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Izki,Izki,25 OMR,3.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,Nizwa,25 OMR,112.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Manah,Manah,25 OMR,1800.0,Sq. M.,For Rent
Azaming Furnished 1BHK apartment in Al Mouj ready to move,Al Mouj,700 OMR,94.0,Sq. M.,For Rent
Residential Land for Rent in Al Batinah Al Masnaah,Al Masnaah,"6,500 OMR",140.0,Sq. M.,For Rent
70 m2 2 Bedrooms Apartments for Rent in Muscat Darsait,Darsait,210 OMR,70.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Maabilah,Al Maabilah,120 OMR,140.0,Sq. M.,For Rent
"Fully Furnished Rooms available for Rent in a big Villa, daily/weekly/monthly (All bills included)",Sohar,9 OMR,140.0,Sq. M.,For Rent
11 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,11.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,20 OMR,140.0,Sq. M.,For Rent
Furnished Daily in Al Batinah Sohar,Sohar,13 OMR,140.0,Sq. M.,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,Salala,25 OMR,70.0,Sq. M.,For Rent
مكتب تجاري / Spacious Commercial Office,Halban,70 OMR,22.0,Sq. M.,For Rent
350 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,120 OMR,350.0,Sq. M.,For Rent
360 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,185 OMR,360.0,Sq. M.,For Rent
110 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,Qurm,350 OMR,110.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,Sohar,35 OMR,300.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,Al Mawaleh,100 OMR,140.0,Sq. M.,For Rent
Unfurnished Yearly in Muscat Al Mawaleh,Al Mawaleh,110 OMR,140.0,Sq. M.,For Rent
Unfurnished Yearly in Muscat Ghubrah,Ghubrah,125 OMR,140.0,Sq. M.,For Rent
20 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,Al Khoud,35 OMR,20.0,Sq. M.,For Rent
280000 m2 Studio Apartments for Rent in Muscat Al Khuwair,Al Khuwair,130 OMR,280000.0,Sq. M.,For Rent
Furnished apartment for rent in Muscat hills,Muscat Hills,475 OMR,1111.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,15 OMR,140.0,Sq. M.,For Rent
25 m2 1 Bedroom Apartments for Rent in Muscat Amerat,Amerat,12 OMR,25.0,Sq. M.,For Rent
متجر حاسب آلي وإلكترونيات للبيع,Ghubrah,"3,950 OMR",11.0,Sq. M.,For Rent
محل جاهز للتنازل في سيتي سنتر الموالح,Al Mawaleh,"5,000 OMR",5.0,Sq. M.,For Rent
مكاتب تجارية راقية للإيجار في العذيبة – من 80م2 إلى 120م2,Azaiba,500 OMR,90.0,Sq. M.,For Rent
Furnished Daily in Al Dakhiliya Nizwa,Nizwa,8 OMR,140.0,Sq. M.,For Rent
50 m2 3 Bedrooms Apartments for Rent in Muscat Al Khuwair,Al Khuwair,160 OMR,50.0,Sq. M.,For Rent
Semi Furnished Monthly in Muscat Al Khuwair,Al Khuwair,130 OMR,140.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,290 OMR,100.0,Sq. M.,For Rent
130 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,Seeb,220 OMR,130.0,Sq. M.,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,80.0,Sq. M.,For Rent
500 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,90 OMR,500.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Mawaleh,Al Mawaleh,45 OMR,140.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,180 OMR,120.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Maabilah,Al Maabilah,8 OMR,140.0,Sq. M.,For Rent
Furnished Monthly in,Muscat Azaiba,150 OMR,140.0,Sq. M.,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Al Mawaleh,Al Mawaleh,600 OMR,300.0,Sq. M.,For Rent
Beautiful & Spacious 4-Bedroom Standalone Villa for Rent in Madinat Sultan Qaboos,Madinat As Sultan Qaboos,"1,350 OMR",450.0,Sq. M.,For Rent
Beautiful & Spacious  5-Bedroom Villa for rent in Al Mouj,Al Mouj,"1,700 OMR",350.0,Sq. M.,For Rent
80 m2 Studio Apartments for Rent in Muscat Qurm,Qurm,180 OMR,80.0,Sq. M.,For Rent
250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,130 OMR,250.0,Sq. M.,For Rent
1 bedroom and 2 bedroom Apartment Available for Rent in Mumtaz Ruwi,Ruwi,140 OMR,90.0,Sq. M.,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,16 OMR,120.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,15 OMR,140.0,Sq. M.,For Rent
محل للإيجار في غلا,Ghala,280 OMR,42.0,Sq. M.,For Rent
#REF819  Beautiful Big Luxury 5 Bedrooms With Maid Room Villa For Rent in Qurum,Qurm,"1,600 OMR",400.0,Sq. M.,For Rent
60 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,40 OMR,60.0,Sq. M.,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,50 OMR,600.0,Sq. M.,For Rent
100 m2 Studio Apartments for Rent in Muscat Al-Sifah,Al-Sifah,35 OMR,100.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Khoud,Al Khoud,17 OMR,140.0,Sq. M.,For Rent
190 m2 4 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,220 OMR,190.0,Sq. M.,For Rent
